Repr_id,REPR_FACI,REPR_DIST,TYP_CASE,REPR_NM,REPR_PHON_NUM,REPR_D,TYP_REPR_DISE_COND,LN_CASE,FN_CASE,DOB,NATL,CASE_UID1,CASE_UID2,DIST_CASE_RESI,DIST_CASE_RESI_TYP,SEX,OCCU,PHYS_ADDR,NEAR_LMK,PHON_NUM_CASE,PARE_CARET_NM,D_SEEN_FACI,VACC,VACC_TYP_VAC,VACC_NUM_DOSE,D_FACI_NOTI_DIST,D_L_VACCI,RECE_TRAV_HIST,D_O_RETU,ANY_CONT_OT_CASE,ANY_CLUSTER,D_ONSE,PREG_CASE_FEM,TRIM,PRES_SYMP,U_CONDS,COVI_HIST,P_COMPL_FRM_NM,D_S_COLL,D_S_SENT_LAB,S_TYP,S_COND,D_LAB_RECE_S,TYP_O_TESTS_PERF,TEST_PLAT,FIN_LAB_RESU,D_LAB_SENT_RESU_DIST,D_RESU_SENT_HCW,D_DIST_RECE_RESU,CASE_F_O,CASE_F_CLASS
MOH4089507981,3119,MW-ZO,POE,Krista,+265(0)996750916,2020-07-12,AEFI,Gomez,Tyler,1976-02-03,US,Passport,US286241,MW-SA,Urban,Male,blank,P.O.Box 95467 MW-MC,School,+265(0)886940879,Stanley,2020-07-07,Covid-19,AstraZeneca,2,2020-07-12,2020-06-20,International,2020-07-03,No,Work place,2020-06-30,N/A,N/A,Diarrhea,TB,Yes,Connie Horton,2020-07-12,2020-07-13,OP swab,Adequate,2020-07-15,Antigen POC tests,Mobile testing,Positive,2020-07-16,2020-07-16,2020-07-19,TO,Probable
MOH4894481937,3709,MW-MZ,OPD,Denise,+265(0)881001793,2020-04-12,SARIs,Grant,Mark,1927-08-13,GR,Passport,GR768965,MW-MU,Rural,Male,nurse,P.O.Box 68808 MW-MU,Hospital,,Ashley,2020-04-06,None,N/A,0,2020-04-12,2020-03-24,International,2020-03-31,Confirmed,No,2020-03-19,N/A,N/A,Headache,Kidney Dz,Yes,Jason Cohen,2020-04-12,2020-04-13,OP swab,Adequate,2020-04-16,Antigen POC tests,Molecular Labs,Negative,2020-04-17,2020-04-17,2020-04-19,Dead,Lost
MOH6068990841,404,MW-KR,IPD,Gregory,+265(0)999082185,2020-07-08,Unexplained cluster,Robles,Jennifer,1977-07-22,IE,Passport,IE463713,MW-MZ,Rural,Female,politician,P.O.Box 79239 MW-MH,School,+265(0)992015918,Tracy,2020-07-07,None,N/A,0,2020-07-08,2020-06-24,International,2020-07-03,Suspected,Hospital,2020-06-25,Yes,Third,Chest pain,Liver Dz,Yes,Emily Smith,2020-07-08,2020-07-09,OP swab,Adequate,2020-07-09,PCR,Molecular Labs,Positive,2020-07-09,2020-07-09,2020-07-09,TO,Lost
MOH5489378042,417,MW-TH,IPD,Anthony,+265(0)996029810,2020-07-27,AEFI,Rice,Kelsey,1978-02-06,BE,Passport,BE887228,MW-BL,Urban,Female,nurse,P.O.Box 53228 MW-MH,School,+265(0)885240883,Brandon,2020-07-17,Covid-19,Johnson & Johnson,1,2020-07-27,2020-06-27,International,2020-06-28,Confirmed,School,2020-07-08,No,N/A,Other,Stroke,No,Lori Vaughn,2020-07-27,2020-07-27,Saliva,Adequate,2020-07-29,Antigen POC tests,Mobile testing,Positive,2020-07-31,2020-07-31,2020-07-31,Lost,Compatible
MOH4035377906,1533,MW-NU,OPD,Juan,+265(0)999347697,2020-06-24,Unexplained cluster,Williams,Nancy,1984-10-20,GB,NID,GB276085,MW-MW,Rural,Female,minister,P.O.Box 55958 MW-SA,School,+265(0)885068043,Rhonda,2020-06-15,Covid-19,Johnson & Johnson,1,2020-06-24,2020-06-08,International,2020-06-10,Confirmed,No,2020-06-02,No,N/A,Cough,Other,No,Yvonne Baker,2020-06-24,2020-06-24,Blood,Adequate,2020-06-27,Antigen POC tests,Mobile testing,Positive,2020-06-27,2020-06-27,2020-06-28,TO,Lost
MOH2487848122,2801,MW-NS,IPD,Kenneth,+265(0)883569333,2020-05-04,SARS/MERS/COVID,Hicks,Stacey,1957-05-05,BI,NID,BI194419,MW-NK,Urban,Female,banker,P.O.Box 56772 MW-LK,School,,Heather,2020-05-03,Covid-19,AstraZeneca,2,2020-05-04,2020-04-14,Indigenous,2020-05-02,No,No,2020-04-19,Yes,Third,Fever,Mental,Yes,Cheryl Sanchez,2020-05-04,2020-05-05,NP swab,Not Adequate,2020-05-06,PCR,Mobile testing,Positive,2020-05-06,2020-05-06,2020-05-06,Lost,Compatible
MOH7159709945,3509,MW-MC,IPD,Sara,+265(0)889167525,2020-07-17,AEFI,Powell,Kevin,1938-06-20,BR,Passport,BR373067,MW-NS,Urban,Male,blank,P.O.Box 95079 MW-ZO,Hospital,+265(0)881976251,Erin,2020-07-13,Covid-19,Johnson & Johnson,1,2020-07-17,2020-07-02,Indigenous,2020-07-09,No,Hospital,2020-06-30,N/A,N/A,Skin rash,No,No,Michele Barnes,2020-07-17,2020-07-18,Saliva,Adequate,2020-07-18,Antigen POC tests,Mobile testing,Positive,2020-07-19,2020-07-19,2020-07-22,Lost,Compatible
MOH6317374373,401,MW-TH,POE,Kurt,+265(0)889083164,2020-07-16,SARS/MERS/COVID,Hernandez,Karen,1955-03-09,GR,Passport,GR385471,MW-CK,Urban,Female,farmer,P.O.Box 66672 MW-PH,School,+265(0)882268401,Brandi,2020-07-12,Covid-19,AstraZeneca,2,2020-07-16,2020-06-25,Indigenous,2020-06-22,Suspected,Family,2020-07-04,Yes,First,Muscle ache,Cardiovascular Dz,No,Karen Phillips MD,2020-07-16,2020-07-17,Blood,Not Adequate,2020-07-19,Antigen POC tests,Molecular Labs,Negative,2020-07-19,2020-07-19,2020-07-22,Dead,Lost
MOH1783506589,1719,MW-CK,OPD,William,+265(0)995870115,2020-12-03,Unexplained cluster,Gonzales,Lacey,1936-02-06,DE,NID,DE148851,MW-MZ,Urban,Female,business,P.O.Box 89514 MW-PH,Church,,Luis,2020-11-25,None,N/A,0,2020-12-03,2020-11-18,Indigenous,2020-11-13,No,Work place,2020-11-17,No,N/A,Chest pain,Neurological Dz,No,Daniel Preston,2020-12-03,2020-12-03,Blood,Not Adequate,2020-12-06,PCR,Molecular Labs,Positive,2020-12-09,2020-12-09,2020-12-09,TO,Compatible
MOH1511347306,2710,MW-LI,OPD,Krista,+265(0)881325681,2020-06-30,SARS/MERS/COVID,Powell,Brandy,1932-01-18,IT,NID,IT678792,MW-MH,Rural,Female,lawyer,P.O.Box 52989 MW-NK,School,+265(0)995483307,Stephanie,2020-06-21,Covid-19,AstraZeneca,2,2020-06-30,2020-06-13,International,2020-06-17,Confirmed,School,2020-06-16,No,N/A,Fatigue,Asthma,No,Lisa Nichols,2020-06-30,2020-07-01,OP swab,Not Adequate,2020-07-04,Antigen POC tests,Molecular Labs,Positive,2020-07-04,2020-07-04,2020-07-07,TO,Lost
MOH5144947192,1825,MW-CK,IPD,Jacqueline,,2020-06-24,SARIs,Davis,Gregory,1953-11-01,BI,Passport,BI184039,MW-RU,Urban,Male,lecturer,P.O.Box 67569 MW-DE,Hospital,+265(0)888381943,Carol,2020-06-16,None,N/A,0,2020-06-24,2020-06-05,International,2020-06-02,Suspected,Work place,2020-06-02,N/A,N/A,Muscle ache,TB,No,Kayla Morgan,2020-06-24,2020-06-24,Saliva,Not Adequate,2020-06-26,PCR,Molecular Labs,Positive,2020-06-29,2020-06-29,2020-07-01,Lost,Lost
MOH7875493280,2723,MW-LI,IPD,Alexander,+265(0)998996394,2020-04-22,SARIs,Garcia,Janice,1983-01-17,CF,NID,CF941840,MW-NK,Rural,Female,lawyer,P.O.Box 42443 MW-PH,Church,,James,2020-04-15,Covid-19,AstraZeneca,2,2020-04-22,2020-04-08,International,2020-04-01,No,No,2020-04-08,Yes,Third,Bleeding,Liver Dz,Yes,Tyler Gutierrez,2020-04-22,2020-04-22,NP swab,Not Adequate,2020-04-23,Antigen POC tests,Mobile testing,Negative,2020-04-26,2020-04-26,2020-04-28,Alive,Lost
MOH8000559539,505,MW-CK,IPD,Jennifer,+265(0)885469209,2020-04-18,AEFI,Smith,Kristy,1984-10-21,NG,Passport,NG342621,MW-KR,Rural,Female,nurse,P.O.Box 19704 MW-CT,School,+265(0)889479903,Stephen,2020-04-09,None,N/A,0,2020-04-18,2020-03-28,International,2020-04-05,Suspected,Family,2020-04-01,Yes,Second,Bleeding,Liver Dz,No,Shane Parks,2020-04-18,2020-04-19,NP swab,Adequate,2020-04-20,PCR,Mobile testing,Negative,2020-04-23,2020-04-23,2020-04-26,TO,Probable
MOH9665947469,2605,MW-DE,OPD,Sarah,,2020-09-14,AEFI,Ramirez,James,1953-12-04,ET,NID,ET972195,MW-MZ,Rural,Male,banker,P.O.Box 58916 MW-LI,School,+265(0)884434266,Cynthia,2020-09-05,None,N/A,0,2020-09-14,2020-08-23,Indigenous,2020-08-30,No,Hospital,2020-08-19,N/A,N/A,Diarrhea,Hypertension,Yes,Alexis Patterson,2020-09-14,2020-09-14,NP swab,Adequate,2020-09-14,Antigen POC tests,Molecular Labs,Positive,2020-09-15,2020-09-15,2020-09-18,Alive,Lost
MOH8882676531,2719,MW-LI,IPD,Valerie,+265(0)885134011,2020-05-21,Unexplained cluster,Holland,Judy,1949-05-26,DE,NID,DE360423,MW-PH,Urban,Female,lawyer,P.O.Box 38347 MW-MH,Market,+265(0)884391362,Robert,2020-05-19,None,N/A,0,2020-05-21,2020-05-05,Indigenous,2020-05-01,Confirmed,School,2020-05-03,No,N/A,Cough,Stroke,No,Russell Fleming,2020-05-21,2020-05-21,Saliva,Not Adequate,2020-05-21,PCR,Mobile testing,Negative,2020-05-22,2020-05-22,2020-05-25,Lost,Confirmed
MOH1129130769,441,MW-CR,IPD,Dawn,,2020-11-24,AEFI,Ford,Kenneth,1955-11-14,JP,Passport,JP468805,MW-MU,Urban,Male,minister,P.O.Box 32700 MW-CR,Hospital,+265(0)994356492,Terri,2020-11-20,Covid-19,Johnson & Johnson,1,2020-11-24,2020-11-19,Indigenous,2020-10-31,Confirmed,Family,2020-11-10,N/A,N/A,Chest pain,No,No,Bradley Adams,2020-11-24,2020-11-24,Blood,Not Adequate,2020-11-26,PCR,Mobile testing,Negative,2020-11-29,2020-11-29,2020-12-02,Lost,Confirmed
MOH8586907632,2706,MW-NI,POE,Jesse,+265(0)884407533,2020-11-08,Unexplained cluster,Grimes,Derek,1989-08-23,IE,Passport,IE731902,MW-BA,Rural,Male,blank,P.O.Box 59330 MW-BA,School,,Jamie,2020-11-04,None,N/A,0,2020-11-08,2020-10-24,International,2020-10-31,Confirmed,Hospital,2020-10-23,N/A,N/A,Nausea,Neurological Dz,No,Nicholas Robinson,2020-11-08,2020-11-09,OP swab,Not Adequate,2020-11-10,Antigen POC tests,Mobile testing,Positive,2020-11-12,2020-11-12,2020-11-15,TO,Compatible
MOH9964151921,601,MW-MZ,IPD,Deanna,+265(0)992148543,2020-11-27,SARIs,Sanchez,Eric,1923-11-11,DE,Passport,DE633930,MW-NI,Urban,Male,journalist,P.O.Box 01705 MW-MW,Hospital,+265(0)884925947,Amy,2020-11-20,None,N/A,0,2020-11-27,2020-11-04,International,2020-11-20,Confirmed,Family,2020-11-09,N/A,N/A,No(Asymptomatic),DM,Yes,Jessica Mills,2020-11-27,2020-11-27,OP swab,Adequate,2020-11-30,PCR,Molecular Labs,Negative,2020-12-02,2020-12-02,2020-12-02,Lost,Compatible
MOH1783506589,1719,MW-TH,OPD,William,+265(0)995870115,2020-05-05,SARS/MERS/COVID,Greene,Luke,2001-09-15,BE,Passport,BE180247,MW-PH,Rural,Male,doctor,P.O.Box 90061 MW-KR,Hospital,+265(0)888725135,John,2020-04-28,None,N/A,0,2020-05-05,2020-04-24,Indigenous,2020-04-12,Suspected,Family,2020-04-21,N/A,N/A,Headache,Cardiovascular Dz,Yes,Douglas White,2020-05-05,2020-05-06,Saliva,Not Adequate,2020-05-07,PCR,Molecular Labs,Positive,2020-05-07,2020-05-07,2020-05-08,Alive,Confirmed
MOH9579411315,205,MW-MG,OPD,Timothy,+265(0)999517536,2020-07-20,AEFI,Watkins,Douglas,1929-06-19,ZW,NID,ZW286935,MW-MG,Urban,Male,teacher,P.O.Box 85047 MW-NE,School,+265(0)993594430,Christian,2020-07-15,None,N/A,0,2020-07-20,2020-06-27,International,2020-06-27,No,Family,2020-07-12,N/A,N/A,Diarrhea,Hypertension,No,Miss Jennifer Jackson,2020-07-20,2020-07-20,NP swab,Not Adequate,2020-07-20,PCR,Molecular Labs,Negative,2020-07-21,2020-07-21,2020-07-24,Lost,Confirmed
MOH3887877523,5039,MW-NU,IPD,Taylor,,2020-12-01,Unexplained cluster,Sanford,Sheena,2005-02-14,ZW,Passport,ZW902711,MW-MZ,Urban,Female,doctor,P.O.Box 20347 MW-NS,Hospital,+265(0)889379842,Pamela,2020-11-28,Covid-19,Johnson & Johnson,1,2020-12-01,2020-11-22,Indigenous,2020-11-25,No,No,2020-11-22,Yes,Third,Fatigue,TB,Yes,Scott Howell,2020-12-01,2020-12-02,Blood,Adequate,2020-12-04,PCR,Molecular Labs,Negative,2020-12-07,2020-12-07,2020-12-07,TO,Compatible
MOH9203227010,505,MW-MC,OPD,Leslie,+265(0)884155082,2020-12-31,Unexplained cluster,Malone,Amanda,1924-10-23,GR,Passport,GR122991,MW-CR,Urban,Female,farmer,P.O.Box 98222 MW-NU,School,,Lauren,2020-12-26,Covid-19,AstraZeneca,2,2020-12-31,2020-12-23,International,2020-12-22,Confirmed,Work place,2020-12-09,Yes,Third,Diarrhea,DM,No,Jonathan Scott,2020-12-31,2020-12-31,Saliva,Not Adequate,2020-12-31,PCR,Mobile testing,Positive,2021-01-03,2021-01-03,2021-01-04,Dead,Confirmed
MOH7880532904,1415,MW-DE,OPD,Jacqueline,+265(0)885058780,2020-12-27,SARS/MERS/COVID,Baldwin,Ross,1961-04-03,BE,Passport,BE667088,MW-ZO,Urban,Male,teacher,P.O.Box 38869 MW-MH,Hospital,+265(0)998883775,Tina,2020-12-18,Covid-19,Johnson & Johnson,1,2020-12-27,2020-12-09,International,2020-12-11,No,No,2020-12-12,N/A,N/A,Fever,COPD,Yes,James Weaver,2020-12-27,2020-12-28,OP swab,Not Adequate,2020-12-28,PCR,Mobile testing,Positive,2020-12-31,2020-12-31,2020-12-31,Alive,Compatible
MOH6003782522,1111,MW-MC,POE,Kelly,+265(0)884238477,2020-07-04,SARIs,Little,Jamie,1948-09-02,MW,NID,MW871629,MW-NK,Urban,Female,doctor,P.O.Box 25420 MW-KR,Church,+265(0)997423039,Erin,2020-06-28,None,N/A,0,2020-07-04,2020-06-18,International,2020-06-28,Suspected,Work place,2020-06-17,No,N/A,Bleeding,DM,Yes,Joseph Martin,2020-07-04,2020-07-05,Saliva,Adequate,2020-07-06,Antigen POC tests,Mobile testing,Positive,2020-07-09,2020-07-09,2020-07-12,TO,Confirmed
MOH3548058292,505,MW-RU,IPD,Betty,+265(0)883831483,2020-05-25,SARIs,Meadows,Douglas,1994-01-12,IN,NID,IN498513,MW-MZ,Urban,Male,teacher,P.O.Box 38172 MW-MW,Hospital,,Scott,2020-05-19,Covid-19,Johnson & Johnson,1,2020-05-25,2020-05-06,Indigenous,2020-05-12,Suspected,Family,2020-05-18,N/A,N/A,No(Asymptomatic),Stroke,Yes,Sarah Brown,2020-05-25,2020-05-25,NP swab,Not Adequate,2020-05-28,Antigen POC tests,Molecular Labs,Positive,2020-05-30,2020-05-30,2020-06-01,Dead,Lost
MOH6944086633,1113,MW-MW,OPD,Stephen,+265(0)999961233,2020-04-19,Unexplained cluster,Jackson,Teresa,1971-05-25,GR,Passport,GR607208,MW-KS,Urban,Female,politician,P.O.Box 56361 MW-TH,Market,+265(0)998747522,Jonathan,2020-04-16,None,N/A,0,2020-04-19,2020-04-11,International,2020-04-08,Suspected,Hospital,2020-04-14,No,N/A,No(Asymptomatic),Liver Dz,Yes,Evan Johnston,2020-04-19,2020-04-20,NP swab,Not Adequate,2020-04-22,PCR,Mobile testing,Positive,2020-04-24,2020-04-24,2020-04-27,Lost,Compatible
MOH8375256714,5039,MW-BL,OPD,Laura,+265(0)994250742,2020-10-28,SARIs,Woodward,Valerie,1971-09-20,PK,NID,PK448498,MW-MC,Rural,Female,farmer,P.O.Box 84820 MW-MC,Hospital,+265(0)883769018,Sharon,2020-10-24,Covid-19,AstraZeneca,2,2020-10-28,2020-10-11,Indigenous,2020-10-19,Suspected,Work place,2020-10-15,Yes,Third,No(Asymptomatic),TB,No,Victoria Smith,2020-10-28,2020-10-29,OP swab,Not Adequate,2020-10-30,Antigen POC tests,Mobile testing,Negative,2020-10-30,2020-10-30,2020-10-30,Dead,Confirmed
MOH9385104971,216,MW-BL,POE,Joseph,,2020-05-11,Unexplained cluster,Ingram,Lisa,2002-03-08,CA,Passport,CA516539,MW-MG,Urban,Female,politician,P.O.Box 44214 MW-CR,School,,Laura,2020-05-05,None,N/A,0,2020-05-11,2020-04-20,International,2020-04-15,Suspected,Work place,2020-04-24,No,N/A,Chest pain,Cancer,Yes,Maria Hernandez,2020-05-11,2020-05-11,Saliva,Adequate,2020-05-11,PCR,Mobile testing,Negative,2020-05-13,2020-05-13,2020-05-15,TO,Confirmed
MOH4096096712,2706,MW-MW,OPD,William,+265(0)998611593,2020-11-10,Unexplained cluster,Warren,Jeff,1951-01-06,IE,NID,IE375450,MW-CK,Urban,Male,journalist,P.O.Box 70972 MW-MW,School,,David,2020-11-03,Covid-19,Johnson & Johnson,1,2020-11-10,2020-10-24,Indigenous,2020-10-31,Suspected,Hospital,2020-10-18,N/A,N/A,Diarrhea,TB,Yes,David Smith,2020-11-10,2020-11-10,OP swab,Not Adequate,2020-11-11,Antigen POC tests,Mobile testing,Negative,2020-11-14,2020-11-14,2020-11-14,Alive,Confirmed
MOH5509763630,1735,MW-KS,OPD,Pamela,,2020-08-17,SARIs,Hall,Patricia,1972-05-07,ZM,NID,ZM207747,MW-RU,Rural,Female,doctor,P.O.Box 68099 MW-DE,Church,,Rebecca,2020-08-11,Covid-19,AstraZeneca,2,2020-08-17,2020-07-24,Indigenous,2020-07-29,No,Family,2020-07-27,No,N/A,Cough,Cancer,Yes,Jeffrey Austin,2020-08-17,2020-08-17,OP swab,Adequate,2020-08-19,PCR,Mobile testing,Positive,2020-08-21,2020-08-21,2020-08-23,Lost,Confirmed
MOH9072646881,1013,MW-MG,POE,Stuart,+265(0)992069027,2020-06-18,SARIs,Henry,Theresa,1930-09-11,CA,Passport,CA498688,MW-NI,Urban,Female,nurse,P.O.Box 68505 MW-KS,School,,Matthew,2020-06-10,None,N/A,0,2020-06-18,2020-06-02,International,2020-05-29,No,No,2020-06-08,No,N/A,Cough,DM,Yes,Sarah Phillips,2020-06-18,2020-06-19,NP swab,Adequate,2020-06-20,PCR,Mobile testing,Negative,2020-06-21,2020-06-21,2020-06-24,Alive,Compatible
MOH8206414404,3801,MW-PH,IPD,Matthew,+265(0)885165394,2020-05-05,Unexplained cluster,Middleton,Christopher,1965-06-13,IT,NID,IT243549,MW-TH,Rural,Male,nurse,P.O.Box 96346 MW-KR,School,+265(0)887781109,Stephanie,2020-04-25,Covid-19,Johnson & Johnson,1,2020-05-05,2020-04-12,Indigenous,2020-04-07,No,No,2020-04-10,N/A,N/A,Muscle ache,Cancer,Yes,Kelli Martinez MD,2020-05-05,2020-05-06,OP swab,Adequate,2020-05-07,PCR,Mobile testing,Positive,2020-05-10,2020-05-10,2020-05-12,Alive,Lost
MOH8670065869,1707,MW-CR,OPD,David,+265(0)994279095,2020-10-04,Unexplained cluster,Stone,Lauren,1946-09-26,CN,NID,CN415867,MW-SA,Urban,Female,business,P.O.Box 11700 MW-MZ,Hospital,,Peter,2020-10-04,Covid-19,AstraZeneca,2,2020-10-04,2020-09-25,Indigenous,2020-09-14,Confirmed,Work place,2020-09-14,No,N/A,Fever,Cancer,Yes,Kenneth Johnston,2020-10-04,2020-10-04,OP swab,Not Adequate,2020-10-06,PCR,Molecular Labs,Positive,2020-10-07,2020-10-07,2020-10-07,Lost,Lost
MOH6361007639,2705,MW-NE,OPD,George,+265(0)995035063,2020-11-18,SARIs,Frank,Andrew,1935-03-30,BR,NID,BR484969,MW-CR,Rural,Male,teacher,P.O.Box 75858 MW-ZO,Church,+265(0)999154942,Rebecca,2020-11-14,None,N/A,0,2020-11-18,2020-10-25,Indigenous,2020-11-06,No,Work place,2020-10-30,N/A,N/A,No(Asymptomatic),TB,Yes,Dawn Davis,2020-11-18,2020-11-18,OP swab,Adequate,2020-11-19,PCR,Mobile testing,Negative,2020-11-20,2020-11-20,2020-11-22,TO,Probable
MOH7806280809,5039,MW-LI,POE,Megan,+265(0)997523765,2020-07-21,Unexplained cluster,Henry,Erin,1996-06-05,JP,NID,JP908449,MW-RU,Urban,Female,Engineer,P.O.Box 72380 MW-SA,School,+265(0)883833155,Carmen,2020-07-19,None,N/A,0,2020-07-21,2020-07-08,International,2020-07-06,No,Family,2020-07-18,No,N/A,Abdominal pain,HIV,Yes,Jeremy Novak,2020-07-21,2020-07-22,NP swab,Not Adequate,2020-07-23,Antigen POC tests,Mobile testing,Negative,2020-07-26,2020-07-26,2020-07-27,Lost,Probable
MOH5648265296,1336,MW-NK,POE,Samantha,+265(0)997634058,2020-07-22,Unexplained cluster,Young,Michele,1931-07-23,EG,NID,EG822440,MW-NK,Rural,Female,blank,P.O.Box 51142 MW-NE,School,+265(0)887866761,Beth,2020-07-13,Covid-19,Johnson & Johnson,1,2020-07-22,2020-07-06,Indigenous,2020-06-23,Suspected,School,2020-07-03,No,N/A,Cough,DM,Yes,Michael Cain,2020-07-22,2020-07-23,OP swab,Adequate,2020-07-24,PCR,Molecular Labs,Positive,2020-07-26,2020-07-26,2020-07-29,Dead,Confirmed
MOH1300223687,1608,MW-MZ,IPD,Suzanne,+265(0)997511509,2020-05-23,AEFI,Russell,Mary,1935-08-25,US,Passport,US407276,MW-MH,Rural,Female,lawyer,P.O.Box 37437 MW-PH,Market,+265(0)998651625,Miranda,2020-05-22,Covid-19,AstraZeneca,2,2020-05-23,2020-05-13,Indigenous,2020-05-14,No,Family,2020-05-05,Yes,Second,Fatigue,DM,Yes,Keith Miller,2020-05-23,2020-05-23,OP swab,Not Adequate,2020-05-25,PCR,Molecular Labs,Negative,2020-05-25,2020-05-25,2020-05-26,Dead,Lost
MOH1410565148,1530,MW-KS,OPD,Jamie,,2020-11-07,AEFI,Cuevas,Veronica,1936-04-01,IT,NID,IT351232,MW-CR,Rural,Female,farmer,P.O.Box 79269 MW-KR,School,+265(0)884146838,Taylor,2020-11-01,None,N/A,0,2020-11-07,2020-10-21,Indigenous,2020-10-31,Suspected,No,2020-10-24,Yes,Second,Nausea,Asthma,No,Frances Smith,2020-11-07,2020-11-07,Saliva,Adequate,2020-11-08,PCR,Molecular Labs,Positive,2020-11-11,2020-11-11,2020-11-14,Dead,Compatible
MOH8650932544,2605,MW-DE,OPD,Samantha,+265(0)888913332,2020-08-25,AEFI,King,Joan,1944-11-18,ZW,NID,ZW768467,MW-RU,Urban,Female,student,P.O.Box 30868 MW-SA,School,+265(0)887488180,Linda,2020-08-15,Covid-19,AstraZeneca,2,2020-08-25,2020-08-14,International,2020-08-05,Suspected,School,2020-07-29,Yes,Third,Chest pain,Hypertension,No,Kevin Garcia,2020-08-25,2020-08-25,NP swab,Not Adequate,2020-08-26,Antigen POC tests,Mobile testing,Positive,2020-08-26,2020-08-26,2020-08-28,Alive,Lost
MOH8481409434,206,MW-KS,POE,Robert,+265(0)996310286,2020-10-11,AEFI,Walker,Benjamin,1984-02-16,BE,NID,BE860334,MW-NE,Urban,Male,minister,P.O.Box 86730 MW-MC,Hospital,+265(0)885263275,Jennifer,2020-10-07,None,N/A,0,2020-10-11,2020-10-07,Indigenous,2020-09-19,Suspected,School,2020-09-24,N/A,N/A,Nausea,Liver Dz,No,Brittany Frank,2020-10-11,2020-10-12,OP swab,Not Adequate,2020-10-13,Antigen POC tests,Mobile testing,Negative,2020-10-15,2020-10-15,2020-10-18,TO,Confirmed
MOH5824550040,411,MW-MC,POE,Shane,+265(0)999959804,2020-12-05,AEFI,Brown,George,1999-07-27,PK,NID,PK581365,MW-NU,Rural,Male,technician,P.O.Box 10006 MW-DO,Market,,William,2020-11-25,None,N/A,0,2020-12-05,2020-11-15,International,2020-11-19,Confirmed,School,2020-11-14,N/A,N/A,Muscle ache,Mental,No,Charles Russell,2020-12-05,2020-12-06,Saliva,Not Adequate,2020-12-07,Antigen POC tests,Molecular Labs,Positive,2020-12-10,2020-12-10,2020-12-13,TO,Lost
MOH4240509288,408,MW-NI,OPD,Bradley,+265(0)882018792,2020-05-06,Unexplained cluster,Sawyer,Gavin,1956-10-19,NL,NID,NL502057,MW-NE,Rural,Male,nurse,P.O.Box 90860 MW-BL,Church,+265(0)994785147,Barbara,2020-04-27,None,N/A,0,2020-05-06,2020-04-19,Indigenous,2020-04-21,Suspected,School,2020-04-21,N/A,N/A,Diarrhea,COPD,Yes,Judy Romero,2020-05-06,2020-05-06,NP swab,Not Adequate,2020-05-08,Antigen POC tests,Molecular Labs,Positive,2020-05-08,2020-05-08,2020-05-11,Dead,Probable
MOH7486905815,1603,MW-TH,IPD,Gregory,+265(0)882812961,2020-07-04,Unexplained cluster,Pennington,Jeffrey,1967-12-12,PK,Passport,PK412203,MW-NK,Urban,Male,clerk,P.O.Box 60497 MW-DE,Market,+265(0)993853032,Shawn,2020-06-30,Covid-19,AstraZeneca,2,2020-07-04,2020-06-15,International,2020-06-22,Confirmed,School,2020-06-27,N/A,N/A,Other,Mental,No,Elizabeth Brady,2020-07-04,2020-07-05,Saliva,Adequate,2020-07-05,PCR,Molecular Labs,Negative,2020-07-08,2020-07-08,2020-07-11,Lost,Compatible
MOH3340449823,1210,MW-KR,OPD,Jessica,+265(0)994304013,2020-07-30,SARIs,Bates,Brian,1970-06-07,AU,NID,AU188218,MW-NE,Rural,Male,politician,P.O.Box 84942 MW-MW,Market,+265(0)993038040,Jeffrey,2020-07-29,Covid-19,AstraZeneca,2,2020-07-30,2020-07-23,International,2020-07-20,No,Family,2020-07-17,N/A,N/A,Shortness of Breath,Liver Dz,No,Amber Hodges,2020-07-30,2020-07-30,NP swab,Adequate,2020-07-30,Antigen POC tests,Molecular Labs,Negative,2020-07-31,2020-07-31,2020-07-31,TO,Confirmed
MOH9072218129,2705,MW-MC,POE,Amy,+265(0)999012407,2020-08-03,SARIs,Hunter,Joe,1959-03-10,IE,NID,IE230637,MW-DE,Urban,Male,farmer,P.O.Box 65930 MW-TH,Market,+265(0)998262093,Trevor,2020-07-30,None,N/A,0,2020-08-03,2020-07-21,Indigenous,2020-07-25,Suspected,Family,2020-07-10,N/A,N/A,Chest pain,TB,Yes,Dustin Farmer,2020-08-03,2020-08-04,Blood,Not Adequate,2020-08-06,Antigen POC tests,Molecular Labs,Positive,2020-08-08,2020-08-08,2020-08-10,Lost,Confirmed
MOH3958444838,1514,MW-RU,POE,Tyler,+265(0)882723410,2020-06-03,Unexplained cluster,Jones,Christine,1940-03-09,BE,NID,BE613596,MW-BL,Urban,Female,nurse,P.O.Box 00971 MW-NU,Market,,John,2020-05-29,None,N/A,0,2020-06-03,2020-05-15,International,2020-05-13,Suspected,School,2020-05-25,Yes,Second,Shortness of Breath,Mental,Yes,Michael Gray,2020-06-03,2020-06-03,Saliva,Adequate,2020-06-06,PCR,Molecular Labs,Negative,2020-06-09,2020-06-09,2020-06-10,Lost,Lost
